Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0-5 cm Depth Average Temp (°C),0-5 cm Depth Average WFV (%)
06/03/2019,73,-15.3,-12,-23.2,0,NW,15.5,35.2,0,No Data,No Data
07/03/2019,75,-19.2,-12.4,-27.5,0,SSE,11.2,23.8,0,No Data,No Data
08/03/2019,82,-11,-5.3,-15.8,0,S,16.6,28.2,7.1,No Data,No Data
09/03/2019,79,-6.8,-1.1,-12,0,WSW,13.6,25.8,4.7,No Data,No Data
10/03/2019,80,-13.7,-8.8,-19.6,0,NW,14.1,32.7,1.6,No Data,No Data
11/03/2019,80,-14.3,-7.2,-24.1,0,S,17.2,37.5,0,No Data,No Data
12/03/2019,85,-7.3,-1.2,-11.8,0,SSE,20.7,31.5,6.6,No Data,No Data
13/03/2019,77,-5.5,2.4,-15.1,0,S,8.9,25.6,0,No Data,No Data
14/03/2019,71,-1.7,1,-10.4,0,NW,26.9,51.9,3.7,No Data,No Data
15/03/2019,78,-7.4,-3.8,-15.4,0,NW,17.2,33.2,1.1,No Data,No Data
16/03/2019,79,-11.8,-3.3,-21.1,0,S,10,28.1,0,No Data,No Data
17/03/2019,84,-6.7,5.4,-15.9,0,W,5.5,15.9,0,No Data,No Data
18/03/2019,83,-3.4,6.2,-12.4,0,No Data,No Data,No Data,No Data,No Data,No Data
19/03/2019,85,-2.5,3.4,-10.8,0,WSW,10.4,27.6,0,No Data,No Data
20/03/2019,83,0.4,5.3,-2.4,0,WNW,11.3,21.3,4.3,No Data,No Data
21/03/2019,79,1.3,5.6,-3.7,0,WNW,12.4,26.1,0.6,No Data,No Data
22/03/2019,81,-0.6,4.2,-7.7,0,S,10.3,24.1,0,No Data,No Data
23/03/2019,80,0.9,8.3,-5.2,0,S,14.6,39,1.6,No Data,No Data
24/03/2019,56,-6.5,-2.4,-10.7,0,ENE,19.2,39,4,No Data,No Data
25/03/2019,61,-4.7,1.8,-11.8,0,SSE,5.9,19.6,0,No Data,No Data
26/03/2019,87,-0.9,2.8,-5.1,0,S,19.8,32.3,9.4,No Data,No Data
27/03/2019,89,2.3,7.7,0.1,0,WSW,19.1,44.7,5.8,No Data,No Data
28/03/2019,69,-1.2,0.9,-3.4,0,WSW,14.9,31,2.6,No Data,No Data
29/03/2019,73,-1.2,3.1,-5.7,0,WNW,22,49,9,No Data,No Data
30/03/2019,63,-3.3,0.5,-7.1,0,WNW,10.5,21,0,No Data,No Data
31/03/2019,74,-0.7,4.2,-5.2,0,SSW,7.3,22.1,0,No Data,No Data
01/04/2019,75,1.8,7.1,-2.3,0,SW,13.3,34.2,0.5,No Data,No Data
02/04/2019,75,-1.6,0.9,-4.6,0,WNW,21.9,42.3,7.5,No Data,No Data
03/04/2019,65,-3.2,0.2,-5.8,0,WSW,13.9,29.3,0,No Data,No Data
04/04/2019,81,-0.5,1.5,-3.3,0,SSE,27.3,50,3.4,No Data,No Data
05/04/2019,86,-0.1,1.5,-3.8,0,S,10.3,25.5,0,No Data,No Data
06/04/2019,82,0.5,6,-4.5,0,ENE,13,26.3,2.6,No Data,No Data
07/04/2019,94,4,7,1.9,0,WSW,8.2,19.7,0,No Data,No Data
08/04/2019,87,0.9,4.9,-4.6,0,WSW,14.6,36.6,0,No Data,No Data
09/04/2019,70,-4.7,-2.8,-7.4,0,ESE,15.4,28.8,4.5,No Data,No Data
10/04/2019,70,0,4.4,-4.1,0,ENE,15.1,32.1,1.7,No Data,No Data
11/04/2019,64,0.7,4.7,-3.6,0,NE,22,42.5,10.5,No Data,No Data
12/04/2019,61,0.9,3.9,-2.2,0,NE,21.7,37.6,6.9,No Data,No Data
13/04/2019,58,3.1,11.8,-4.7,0,WSW,8.8,17.8,0,No Data,No Data
14/04/2019,74,3.6,9.6,-1.9,0,SSE,22.9,39.6,10.9,No Data,No Data
15/04/2019,87,4.3,12.5,0,0,SSE,23.4,38.7,2.3,No Data,No Data
16/04/2019,73,6.8,15.1,-1.8,0,SW,11.3,30.7,0,No Data,No Data
17/04/2019,66,6.2,12.9,0.2,0,ENE,9.8,23.9,0.7,No Data,No Data
18/04/2019,62,7.1,15,-1.7,0,W,7.8,22.9,0,No Data,No Data
19/04/2019,65,10.4,20.1,-1.4,0,S,19,43.9,0,No Data,No Data
20/04/2019,58,11.2,19.9,4.7,0,SW,8.3,20.6,0,No Data,No Data
21/04/2019,55,11,20.9,2.9,0,ESE,8.1,24.2,0,No Data,No Data
22/04/2019,61,8.8,16.4,1.5,0,E,9.9,25.7,0,No Data,No Data
23/04/2019,64,9.4,18.2,-2.6,0,SSE,18.1,45.1,0,No Data,No Data
24/04/2019,53,11.3,19.5,1.2,0,WNW,14.6,39.1,1.5,0,0
25/04/2019,66,5.4,13.2,-2.8,0,WNW,17.8,51.9,0,0.1,36.9
26/04/2019,66,4.4,11.2,-3.6,0.2,SW,13.6,40.1,0,0.2,36.5
27/04/2019,55,3.2,8.8,-4.4,0,E,9.8,24.3,0,0.3,36.4
28/04/2019,45,3.5,6.9,-0.5,0,NE,16.9,34.1,3.9,0.3,36.3
29/04/2019,54,3.5,6.7,-1.7,0,ENE,13.2,29.7,2.2,0.3,36.2
30/04/2019,65,3.5,9.3,-4.5,0,ESE,9.5,26.3,0,0.3,36.1
01/05/2019,74,4.5,11.3,-2.8,0,ESE,6.6,20.8,0,0.4,36
02/05/2019,60,6.7,19.4,-5.1,0.2,SE,9.3,28,0,0.5,36
03/05/2019,71,9.7,17.5,5.1,3,S,18.9,39.1,0.2,1,36
04/05/2019,54,6.7,12.4,-1.9,1.8,WNW,22.1,48.6,3.1,1.3,36.1
05/05/2019,64,1.4,4.9,-4,0,W,15.3,29.4,3.3,1.4,36
06/05/2019,54,1.4,8.8,-5.9,0,SSW,9,21.1,0,1.1,35.9
07/05/2019,43,6.7,16.7,-7.3,0,SSE,13.8,35.4,0,1.1,35.9
08/05/2019,54,7,11.4,0.6,0,SSW,17.9,39.4,1.9,1.5,35.9
09/05/2019,44,5.8,12.8,-1.9,0,ESE,15.4,37,0,1.7,35.9
10/05/2019,36,9.3,18.8,-7.6,0,S,15,38.1,0,1.8,35.8
11/05/2019,56,13,22.5,5.8,1.6,SSW,17.7,46.2,0,2.2,35.7
12/05/2019,65,10.2,20.5,1.3,0.2,SSW,6.7,18.2,0,2.7,35.7
13/05/2019,41,16.7,27.3,3.6,0,S,13.2,37.7,0,3.1,35.7
14/05/2019,40,11.6,16.7,1,0,SSE,15.5,34.8,0,3.7,35.7
15/05/2019,63,8.7,17.4,-2.1,7.4,SSE,15.7,45.5,0,4,35.6
16/05/2019,62,7.1,12.2,-1.1,0,WSW,21,44.2,0,3.8,35.5
17/05/2019,53,7.9,16.2,-3.1,0,SSE,11.4,31.8,0,3.7,35.5
18/05/2019,48,7.7,12.9,2.6,0,NE,27,43.8,5.5,3.8,35.4
19/05/2019,48,9.3,15.9,1.9,0,ENE,16.5,36.6,5.3,3.8,35.3
20/05/2019,43,12.7,20.5,3.3,0,ENE,10.7,31.6,0.6,4,35.2
21/05/2019,38,15.8,25.5,2.5,0,E,13.8,33,1.4,4.5,35.2
22/05/2019,61,11.6,14.5,9,1,NE,22.5,49.8,6,5.1,35.2
23/05/2019,54,14,22.6,6.3,0,S,10.8,31.4,0.1,5.1,35.1
24/05/2019,83,9.6,13.4,5.2,5.6,ESE,16.3,33.8,6.1,5.4,35.1
25/05/2019,72,12.1,19.5,6.4,0.2,SW,16.1,33.7,5.4,5.3,35
26/05/2019,54,8.4,13.4,1,0,NE,13.3,33.2,0,5.5,35
27/05/2019,42,11.7,23.1,-1.6,0,SSE,7.2,23,0,5.5,35
28/05/2019,40,15.2,25.7,1.5,0,WSW,12.7,36.1,0,5.9,35
29/05/2019,39,17.9,28.2,3.5,0,SE,6.9,22.5,0,6.3,35
30/05/2019,46,19.8,29.9,9.6,0,E,11.2,31.8,0,7,35
31/05/2019,49,11.4,16.8,5.9,0,ESE,17.6,32.1,3.7,7.7,35
01/06/2019,43,11.2,18,0.2,0,WSW,12.9,33.6,0,7.9,35
02/06/2019,44,11.3,18.4,-0.7,0,E,11.1,24.3,1.2,7.9,35
03/06/2019,62,14.8,25.8,9.4,29.2,ESE,22.9,50.4,0,8,35
04/06/2019,66,18,24.6,10.8,0,S,13.9,35.5,0.2,8.1,35.1
05/06/2019,56,17.3,27.4,7.3,0,SSE,10.5,26.1,0,8.6,35.2
06/06/2019,45,20.2,28.4,12,0,ENE,16.7,30.3,5.1,9.2,35.2
07/06/2019,46,26.4,35.8,15.7,0.2,SSE,27.3,59.3,0.2,9.9,35.2
08/06/2019,84,16.4,22.1,11.2,11.2,WNW,14,34.7,1,10.6,35.2
09/06/2019,63,14.6,20.4,9,0.8,WSW,13.4,35.2,0,10.6,35.2
10/06/2019,56,14.1,22.3,6.8,0.2,W,10.6,31.6,0,10.4,35.1
11/06/2019,47,13.9,19.2,5.8,0,SE,14.9,32.9,0,10.7,35.1
12/06/2019,45,13.1,20.7,2.5,0,W,7,24.2,0,10.7,35.1
13/06/2019,47,18.3,26.9,4.1,0,S,12.8,29.1,1.3,11,35.2
14/06/2019,46,19.3,24.9,13.1,0,ENE,14.7,31.7,0,11.5,35.1
15/06/2019,52,14.9,20.1,9.2,0,SE,14.9,32.3,0.1,12,35.1
16/06/2019,78,13.5,16.6,11,2,SSE,9.7,26,0,11.8,35.1
17/06/2019,73,16.4,22.2,11.9,3,SSE,7.8,23.5,0,11.4,35.1
18/06/2019,55,18.5,24.4,12,0,SW,6.3,22.2,0,11.6,35.1
19/06/2019,52,19.5,28.7,6.2,0,SE,4.9,17.1,0,12.2,35
20/06/2019,53,20.6,30.8,8.7,0,ESE,11.9,36,1.2,12.8,35.1
21/06/2019,62,18.8,25.9,12.5,10.8,E,14.8,37.4,2.1,13.2,35.2
22/06/2019,79,18.1,23.9,13.6,4,SSE,21.8,42.6,9.5,13.2,35.2
23/06/2019,71,18.9,25,12.7,0,SSW,13.1,30.1,0,13.1,35.2
24/06/2019,69,18.8,26.9,8.8,0,WSW,7,20.5,0,13.4,35.2
25/06/2019,75,18.9,24.1,12.3,6.2,W,11.1,25,0,13.9,35.2
26/06/2019,68,19.4,27,10.3,0,WSW,9.1,24.8,0,14.3,35.2
27/06/2019,67,20.1,28.8,10.9,0,ENE,7.7,17.1,0,14.8,35.2
28/06/2019,61,21.6,31.3,10.4,0,E,7.4,17,0,15.3,35.2
29/06/2019,76,20.8,29.8,13.4,1,SE,11,55.6,0,15.6,35.2
30/06/2019,60,23.7,30.4,13.1,0,WSW,13.2,36.9,0.4,15.7,35.2
01/07/2019,61,20.7,28.6,11.2,0,WSW,9.2,25.2,0.9,16,35.1
02/07/2019,69,19.1,22.8,12.2,0.2,W,10.8,26.2,0.2,16.3,35.1
03/07/2019,71,16.9,23,7.4,0,SW,7.9,22,0.3,16.4,35.1
04/07/2019,67,19.2,26.2,10.3,0,W,6.7,18.6,0,16,35
05/07/2019,62,17.9,23.8,9.5,0,SSW,8.6,24.2,0,16,34.9
06/07/2019,62,16,23.9,4.2,0,SW,4.7,13.4,0,16,34.9
07/07/2019,58,21.2,30.7,7.8,0,S,9.7,24.7,0,15.8,34.8
08/07/2019,75,22.6,30.1,16.6,0,S,10.5,33.2,0,16.1,34.7
09/07/2019,94,19.2,24,15,19.8,ESE,6.7,18.8,0,16.3,34.7
10/07/2019,76,20.6,26.1,12.6,9.8,W,13.6,30.1,0,16.2,34.7
11/07/2019,76,21.4,29.2,9.9,0,SSW,14.1,38,0,16,34.7
12/07/2019,75,19,23.7,13,0,W,7.8,19.8,0,16.1,34.6
13/07/2019,73,22.1,30.8,10.5,0,SE,5.7,17.1,0,16.1,34.6
14/07/2019,84,24.3,30.8,18,22.6,SSW,11.6,34.3,1.3,16.3,34.6
15/07/2019,82,23.3,27.4,15.7,1,WSW,10.3,28.7,0,16.7,34.7
16/07/2019,76,20.5,26.3,13.2,0,SW,4.4,13,0,17,34.7
17/07/2019,88,19.8,26.3,15.1,5.6,SSE,6.6,18,0,16.8,34.6
18/07/2019,84,20.7,27.5,13.8,2.8,SW,7.5,29,0,16.6,34.6
19/07/2019,73,19.3,25.2,11.3,0.2,WSW,10.5,33,0,16.6,34.6
20/07/2019,79,17.1,22.7,10.4,0,SW,8.9,27.5,1.6,16.3,34.5
21/07/2019,69,16.7,23.1,8.3,0,WSW,5.6,15.2,0,15.9,34.3
22/07/2019,70,18.5,26.4,8.2,0,W,6.1,16.5,0,15.6,34.2
23/07/2019,73,20.6,30.7,9.7,0,WSW,4.9,15.5,0,15.4,34
24/07/2019,71,22,31,11,0,SSE,10.1,26.8,0,15.5,33.9
25/07/2019,64,23,29.7,16,0,SW,13.6,25.9,3.9,15.7,33.7
26/07/2019,71,19.2,24.5,14.1,0.4,W,12.4,29.6,0,15.9,33.5
27/07/2019,71,21.9,30.3,13.3,0,WSW,7.6,19.6,0,15.9,33.3
28/07/2019,71,20.4,27.4,13.5,0.8,SW,13,32.5,3.5,16,33.1
29/07/2019,64,16.1,21.6,6.8,0,NW,15.3,31.4,0,15.9,33
30/07/2019,63,16.2,27.6,2.6,0,No Data,No Data,No Data,No Data,15.6,32.8
31/07/2019,74,19.5,30.5,6.5,3.8,SSE,11,28.7,1.2,15.3,32.5
01/08/2019,75,22.5,30.8,14.7,0.2,SSW,5.1,15.2,0,15.4,32.3
02/08/2019,71,22.9,34.5,13.3,0,ESE,5,16.5,0,15.7,32.1
03/08/2019,71,24.8,33.1,14.5,0,S,9.5,27.3,0,15.9,31.8
04/08/2019,64,23.5,31.3,12.9,0,W,10.7,28.2,0,16.3,31.6
05/08/2019,67,19,26.6,10.2,0,W,10.1,27.2,0,16.4,31.3
06/08/2019,76,18.8,27.6,9.5,0.6,SSW,7.2,24.6,0,16.3,31.2
07/08/2019,65,16.8,22,7.4,0,NW,10.6,29.6,0,16.1,31
08/08/2019,67,15.7,23.2,6.2,0,WNW,11.2,29.3,0.1,15.9,30.9
09/08/2019,62,17.8,28.6,4.2,0,SW,4.4,17.6,0,15.6,30.7
10/08/2019,87,16.2,21.8,10.2,0.2,SSW,6.5,19.8,0,15.5,30.5
11/08/2019,64,16.4,23.5,7.9,0,WSW,6.4,21.5,0,15.4,30.4
12/08/2019,74,15.3,22,5.7,3.8,SE,6.3,17.8,0,15.2,30.3
13/08/2019,66,17.8,25.2,7.3,0.2,ESE,5.5,20,0,15,30.2
14/08/2019,76,15.1,25.1,4.1,1.4,SSW,5.3,21.1,0,15,30.2
15/08/2019,70,18.6,27.1,9.4,0,SW,6.2,17.6,0.2,14.8,30.1
16/08/2019,65,19.9,29.6,7.7,0,SW,6.5,19.1,0,14.9,30.1
17/08/2019,67,17.8,23.3,10,0,WSW,10,24.5,2.5,15.1,30
18/08/2019,59,15,24.1,2.6,0,WSW,10.8,28.9,0,15.1,29.9
19/08/2019,58,17.9,26.1,7.7,2.4,SW,7.2,28,0,14.9,29.8
20/08/2019,69,15.7,21.5,8.2,3.6,W,11,31.3,0,14.9,29.7
21/08/2019,68,13.8,19.8,5.9,0,W,10.5,26.7,0.4,14.8,29.6
22/08/2019,69,15.6,25.5,4.3,0,ESE,9.1,22.2,0,14.5,29.5
23/08/2019,63,19.2,28.6,9.3,0,SSE,16.6,35.2,4.4,14.4,29.4
24/08/2019,61,23.6,30.8,17.4,0,SSE,26.9,48.3,9.5,14.6,29.3
25/08/2019,89,18.4,21.2,16.2,3.6,SSE,20.4,39.4,8.9,15.2,29.2
26/08/2019,83,18.2,22.9,11.5,5.4,W,12.4,31,0,15.4,29.2
27/08/2019,84,12.6,13.9,11.3,12.4,NW,21.9,43.1,3,15.4,29.2
28/08/2019,63,16.1,22.2,11.6,4.4,WNW,18.3,34.7,3.3,14.8,29.2
29/08/2019,69,13.8,19.2,5.5,0.6,WNW,18.3,41.4,1.6,14.4,29.2
30/08/2019,66,14.2,21.6,5.2,0,WSW,8.6,26.3,0,14.1,29.2
31/08/2019,87,14.2,19.9,10.6,14.4,SE,6.3,18.2,0,14,29.2
01/09/2019,79,16.3,21.7,6.9,28.6,SW,8.8,24.9,0,14,29.2
02/09/2019,74,11.6,18.4,3.6,4.2,SE,11.6,29.2,0,14.3,29.6
03/09/2019,87,11.4,16,5.7,0.4,WNW,11.9,29,0,13.9,30.3
04/09/2019,74,15.3,26,3.7,0.2,S,9.3,21.3,0,13.5,30.6
05/09/2019,82,17.1,22.9,12.4,4.8,ESE,9.2,21.2,0,13.8,30.8
06/09/2019,71,15.9,21.4,8.2,0.2,W,14.4,38.4,0,14.4,31.1
07/09/2019,74,10.1,16.6,4.1,0,ESE,8.4,18.9,0,14.4,31.4
08/09/2019,72,11,20.7,-0.1,0,SSE,7.5,20.5,0,14,31.6
09/09/2019,86,11.3,18.5,4.3,10.8,E,15.1,29.7,3.2,13.8,31.7
10/09/2019,89,12.4,14.9,9,5.2,NE,14,28.2,2,13.5,31.9
11/09/2019,83,11.9,14.9,8.1,0,ENE,12.2,24,2.4,13.3,32.5
12/09/2019,85,10.3,12.9,8.8,9,ENE,13.6,27,5.8,13,33
13/09/2019,80,10.6,16.9,3.8,8.2,W,13.5,33,0,12.6,33.7
14/09/2019,82,11.8,22.1,1.3,0,SE,11.1,34.8,0,12.3,34.2
15/09/2019,72,17.7,29.3,7.8,0,S,7.8,25.9,0.6,12.1,34.1
16/09/2019,78,21.9,30.2,12.8,0,ESE,12.2,29.4,4.8,12.6,34.1
17/09/2019,79,24.4,31.9,19.2,0,SE,20.3,42.3,7.2,13.5,34.1
18/09/2019,87,19.4,24.6,15.5,1.4,SW,16.4,38.7,2.7,14.4,34.1
19/09/2019,85,15.1,21.7,8.1,0.2,SSE,7.6,24,0,14.7,34
20/09/2019,96,17.1,20.8,13.1,80.2,SE,19.8,45.3,0,15.1,36.4
21/09/2019,98,15.6,18.1,13.2,13.2,W,10.3,27.5,0,15.3,36.6
22/09/2019,86,14,19,8.3,0.4,WSW,8.6,27.9,0,15.1,36.4
23/09/2019,77,15.5,25.4,7.1,0,S,10.9,26.5,0,14.7,36.1
24/09/2019,82,14.1,19.3,9.7,0.2,WSW,7.5,23.3,0,14.5,35.9
25/09/2019,78,8.9,12.8,2.5,0,W,13.9,34.6,0,14.2,35.7
