Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0-5 cm Depth Average Temp (°C),0-5 cm Depth Average WFV (%)
30/12/2018,83,-15.5,-11.8,-23.9,0,SE,15,36.7,0,No Data,No Data
31/12/2018,72,-26.1,-22.3,-30.1,0,NW,15.9,34.6,0.6,No Data,No Data
01/01/2019,74,-23.3,-17.3,-30,0,S,17.2,39,0,No Data,No Data
02/01/2019,87,-11.3,-5.2,-18.2,0,S,17,38.8,0,No Data,No Data
03/01/2019,88,-0.5,3.2,-5,0,WSW,11.7,31.1,1.4,No Data,No Data
04/01/2019,89,-4.2,-0.2,-7.8,0,S,4.9,25.1,0,No Data,No Data
05/01/2019,84,-5.8,-2.1,-9.2,0,WSW,13.9,28.1,3.1,No Data,No Data
06/01/2019,87,-8.6,-3.2,-12.5,0,ESE,21,36.8,4.9,No Data,No Data
07/01/2019,98,-3.3,-1.3,-8.1,0,SW,27.1,45.8,8.2,No Data,No Data
08/01/2019,81,-12.9,-8.2,-17.2,0,WNW,33.6,48.4,20.2,No Data,No Data
09/01/2019,77,-17.6,-15.9,-20.1,0,WSW,14.7,40.9,1.1,No Data,No Data
10/01/2019,78,-12.1,-9.7,-16.6,0,ESE,15.9,27.3,6.5,No Data,No Data
11/01/2019,86,-10.8,-9.9,-16,0,E,11.4,18.4,4.4,No Data,No Data
12/01/2019,88,-10.6,-6.6,-17.4,0,S,10.3,28.4,0,No Data,No Data
13/01/2019,87,-7,-6.1,-9,0,SW,13.1,29.3,0,No Data,No Data
14/01/2019,90,-9.5,-6.5,-12.1,0,SW,12.9,37.2,0,No Data,No Data
15/01/2019,77,-13.7,-3.1,-24.6,0,WNW,23.8,52,6.7,No Data,No Data
16/01/2019,74,-23.3,-18.7,-28.6,0,S,5.1,14.5,0,No Data,No Data
17/01/2019,75,-20.7,-17.6,-26,0,WNW,8.5,20.9,0,No Data,No Data
18/01/2019,72,-28.5,-23.5,-31.9,0,W,6,17.8,0,No Data,No Data
19/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
20/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
21/01/2019,80,-15.6,-12.1,-25.2,0,S,22.9,34.3,11.1,No Data,No Data
22/01/2019,83,-12.1,-10.1,-15.5,0,WSW,8.7,18.5,0,No Data,No Data
23/01/2019,84,-12.6,-8.1,-19.5,0,SW,21.1,48.6,5,No Data,No Data
24/01/2019,73,-25.1,-20,-28.9,0,W,14.8,39.5,1.9,No Data,No Data
25/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
26/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
28/01/2019,73,-19.9,-17.6,-25.9,0,W,16.8,38.6,0,No Data,No Data
29/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
30/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
31/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01/02/2019,80,-16.7,-11.7,-22.5,0,SE,20.1,33.9,1.7,No Data,No Data
02/02/2019,78,-17.6,-16.4,-18.8,0,ENE,19.4,29.8,9.5,No Data,No Data
03/02/2019,73,-21.4,-18.9,-23,0,W,23,33.2,12.8,No Data,No Data
04/02/2019,79,-23.1,-20.9,-27.7,0,WNW,24,39,9.4,No Data,No Data
05/02/2019,80,-23.6,-19.3,-28.7,0,SSE,6.7,18.9,0,No Data,No Data
06/02/2019,82,-21.1,-19,-23.5,0,NNW,19.9,33.3,8.7,No Data,No Data
07/02/2019,79,-24.2,-21.8,-26.7,0,NNW,22.9,34.9,11.1,No Data,No Data
08/02/2019,78,-25.2,-20.4,-30.4,0,WNW,14.8,31.1,0,No Data,No Data
09/02/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
10/02/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
11/02/2019,83,-17.9,-11.1,-24.2,0,ENE,10.7,15.5,2.2,No Data,No Data
12/02/2019,88,-11.9,-7.8,-21.2,0,S,10.5,22.2,0,No Data,No Data
13/02/2019,81,-16.9,-14.7,-20.3,0,SW,8.3,23.3,0,No Data,No Data
14/02/2019,76,-18.3,-15.5,-22.2,0,NW,21.6,36.7,12.4,No Data,No Data
15/02/2019,77,-21.8,-14.2,-28.4,0,W,8.4,20,0,No Data,No Data
16/02/2019,76,-21.9,-13.6,-29.5,0,ENE,5.3,13.6,0,No Data,No Data
17/02/2019,75,-17.6,-11.1,-22.9,0,SSW,12.9,26.2,3.3,No Data,No Data
18/02/2019,75,-21.3,-16.2,-26.7,0,W,10.7,24.8,0,No Data,No Data
19/02/2019,78,-21,-14.6,-29.1,0,S,18.8,35.4,0,No Data,No Data
20/02/2019,83,-14.4,-8.3,-21.5,0,S,10,24,0,No Data,No Data
21/02/2019,81,-13.7,-9.5,-19.3,0,NW,11,19.7,3.1,No Data,No Data
22/02/2019,81,-18.1,-11.1,-24.6,0,S,7.2,22.1,0,No Data,No Data
23/02/2019,82,-12.4,-4.4,-24.4,0,S,9.6,40.9,0,No Data,No Data
24/02/2019,71,-19.4,-11.4,-25.8,0,NW,30.2,51.4,8.7,No Data,No Data
25/02/2019,64,-23.3,-16.4,-33.3,0,WSW,11.6,23.3,0,No Data,No Data
26/02/2019,71,-22.9,-15.3,-31.4,0,SSW,12.3,26.8,0,No Data,No Data
27/02/2019,74,-16.8,-10.9,-24.9,0,SW,16.8,29.3,3.3,No Data,No Data
28/02/2019,74,-13.3,-8.6,-24,0,W,14,35.5,0,No Data,No Data
01/03/2019,73,-19.7,-9.1,-27.6,0,W,7.4,20.4,0,No Data,No Data
02/03/2019,71,-22.6,-18.6,-26.3,0,WNW,17,35.4,5.3,No Data,No Data
03/03/2019,72,-22.7,-17,-29.3,0,W,13,29.6,5.3,No Data,No Data
04/03/2019,77,-14.6,-10.3,-18.9,0,WNW,20.2,41.1,6.4,No Data,No Data
05/03/2019,74,-14.4,-9.7,-20.3,0,W,9.1,21.6,0,No Data,No Data
06/03/2019,73,-14.6,-11.7,-22.9,0,NW,14.7,34.2,0,No Data,No Data
07/03/2019,78,-19.1,-11.8,-27.8,0,SSE,10.9,23.6,0,No Data,No Data
08/03/2019,85,-10.6,-5.3,-15.5,0,S,16.5,29.3,3.4,No Data,No Data
09/03/2019,78,-6.1,1,-11.3,0,WSW,13.3,22.2,4,No Data,No Data
10/03/2019,79,-12.1,-8.3,-18.2,0,NW,14.6,30.2,1.8,No Data,No Data
11/03/2019,83,-13.7,-6.4,-23.6,0,S,16.5,36.8,0,No Data,No Data
12/03/2019,88,-6.8,-0.7,-11.7,0,SSE,19.5,34.7,1.1,No Data,No Data
13/03/2019,78,-5,2.7,-15.5,0,SSW,9.3,31,0,No Data,No Data
14/03/2019,69,-0.8,1.2,-6.5,0,NNW,28.1,53.3,9.7,No Data,No Data
15/03/2019,75,-6.2,-3.3,-15.7,0,NW,16.7,30.8,2.4,No Data,No Data
16/03/2019,83,-11.3,-2.7,-20.9,0,S,8.8,28.9,0,No Data,No Data
17/03/2019,85,-5.8,2.9,-16.1,0,WSW,6.5,18.4,0,No Data,No Data
18/03/2019,85,-3.3,4.6,-12.7,0,SSW,7.8,25.2,0,No Data,No Data
19/03/2019,85,-1.8,4.6,-10.9,0,SW,11.6,31.7,0,No Data,No Data
20/03/2019,83,1.1,4.9,-2.2,0,WNW,11.4,17.8,4.3,No Data,No Data
21/03/2019,75,2.5,6.6,-2.9,0,WNW,13,24.7,3.6,No Data,No Data
22/03/2019,84,-0.1,4.4,-5.8,0,S,10.4,21.8,0,No Data,No Data
23/03/2019,81,1.5,8.6,-4.2,0,S,15.6,45.8,2.3,No Data,No Data
24/03/2019,54,-6.1,-1.6,-10.8,0,ENE,16.8,34.8,2.8,No Data,No Data
25/03/2019,62,-4.6,1.8,-12,0,S,6.8,19.3,0,No Data,No Data
26/03/2019,89,-0.4,3.2,-4.1,0,S,20.5,34.1,10.7,No Data,No Data
27/03/2019,90,2.7,8.1,0.3,0,WSW,18.3,42,6.5,No Data,No Data
28/03/2019,71,-1.1,1.1,-2.7,0,W,15.6,32.1,3.1,No Data,No Data
29/03/2019,76,-1.1,3,-5.5,0,WNW,21.5,47.4,7.9,No Data,No Data
30/03/2019,66,-3.3,0.6,-7.4,0,WNW,10.4,24.8,0,No Data,No Data
31/03/2019,76,-0.5,4.5,-4.5,0,SSW,7.6,22.1,0,No Data,No Data
01/04/2019,77,1.9,7.1,-2.1,0,SW,12.9,31.4,0,No Data,No Data
02/04/2019,76,-1.5,1.3,-4.9,0,WNW,21.5,50.4,5.7,No Data,No Data
03/04/2019,66,-3.1,0.3,-6.1,0,WSW,13.3,28.6,1.2,No Data,No Data
04/04/2019,82,-0.3,1.5,-3,0,SSE,26.1,46.8,1.4,No Data,No Data
05/04/2019,89,-0.2,1.8,-3.6,0,SSW,10.5,24.6,0,No Data,No Data
06/04/2019,83,0.6,5.7,-5.1,0,ENE,12.4,25.6,0.6,No Data,No Data
07/04/2019,96,4.2,7.6,1.3,0,SW,8.5,19.4,0,No Data,No Data
08/04/2019,90,1,5,-4.5,0,W,14.9,40.1,0,No Data,No Data
09/04/2019,71,-4.4,-2.4,-7.3,0,SSE,15.1,29.4,2.7,No Data,No Data
10/04/2019,68,0.4,4.7,-3.3,0,ENE,16,32.7,6.1,No Data,No Data
11/04/2019,62,1.1,5.3,-3.5,0,ENE,22.2,42.4,10.7,No Data,No Data
12/04/2019,61,1.2,4.8,-2,0,NE,23,40.6,4.1,No Data,No Data
13/04/2019,58,3.5,12,-4.4,0,WSW,9.2,22.2,0.1,No Data,No Data
14/04/2019,74,4,9.5,-1.5,0,SSE,22.1,39.9,8.6,No Data,No Data
15/04/2019,89,4.4,12.1,0.1,0,SSE,22.4,37,0,No Data,No Data
16/04/2019,74,7,13.8,-1,0,SW,10.8,27.8,0,No Data,No Data
17/04/2019,66,6.7,13.5,0.6,0,ENE,8.9,23.7,0,No Data,No Data
18/04/2019,62,7.4,16,-1.4,0,SW,8,23.7,0,No Data,No Data
19/04/2019,68,10.4,19.2,-0.4,0,S,18.6,46.6,0,No Data,No Data
20/04/2019,59,11.2,19.1,5.5,0,WSW,8.2,18.8,0,No Data,No Data
21/04/2019,57,11.2,20.3,2.4,0,E,8.2,27.4,0,No Data,No Data
22/04/2019,64,8.9,16.2,1.5,0,S,10.5,25.9,0,No Data,No Data
23/04/2019,66,9.6,17.6,-1.3,0,SSE,17.5,44.7,0,No Data,No Data
24/04/2019,52,11.8,19.6,2.9,0,WNW,15.4,38.8,0,0,0
25/04/2019,67,5.9,12.8,-1.1,0,WNW,17.4,50.4,0,0.2,35.5
26/04/2019,68,4.8,11,-3,0,SW,13.4,41,0,0.3,35.5
27/04/2019,56,3.4,8.8,-3,0,E,9.6,24.2,0.3,0.4,35.4
28/04/2019,44,3.7,7.3,-0.4,0,ENE,16.2,32.3,2.6,0.5,35.4
29/04/2019,51,3.9,7.5,-0.5,0,ENE,13.4,30.5,4.6,0.5,35.4
30/04/2019,66,3.9,9,-3.5,0,ESE,9.2,25.8,1.3,0.6,35.4
01/05/2019,75,4.8,10,-1,0,ESE,6.5,19.9,0,0.6,35.4
02/05/2019,61,7.4,18.2,-4,0,SSE,9.3,25.3,0,0.8,35.3
03/05/2019,69,10.2,17.4,5.3,3,S,19.1,44.3,0,1.2,35.4
04/05/2019,56,7,12.3,1.1,0.8,WNW,23.2,48.5,5.5,1.6,35.4
05/05/2019,66,1.7,5,-2.7,0,W,15.7,31.1,5.1,1.9,35.4
06/05/2019,58,1.6,9.3,-5.1,0,SW,8.8,23.1,0,1.7,35.3
07/05/2019,46,7,16,-6.4,0,SSE,13.8,33.9,0,1.7,35.3
08/05/2019,56,7.2,11.2,2.5,0,WSW,18.7,39.1,0,2,35.4
09/05/2019,46,6,12.7,-1.9,0,SE,15.7,35.1,0,2.3,35.3
10/05/2019,37,10.1,19.3,-5,0,SSE,13.9,37,0,2.5,35.4
11/05/2019,56,13.3,22.9,7.8,0.2,SSW,17.4,40.5,0,2.9,35.4
12/05/2019,62,11.1,20.1,3.6,0,SSW,7.9,22,0,3.4,35.4
13/05/2019,40,17.5,28.8,5.1,0,SSW,12.7,37.3,0,4,35.5
14/05/2019,41,11.7,16.5,0.9,0,SSW,16.6,31.1,0,4.6,35.5
15/05/2019,64,8.9,17.5,-0.7,7.2,SE,15,45.1,0,5.1,35.5
16/05/2019,64,7.4,12.5,0,0.2,WNW,21.5,47.3,0,5,35.5
17/05/2019,55,8.1,16.3,-3.8,0,SSE,11.3,28.3,0,4.9,35.5
18/05/2019,49,7.7,13.1,3,0,NE,24.6,40.6,5.7,4.9,35.5
19/05/2019,52,9.4,16.3,1.4,0,ENE,16.5,35,5.9,4.9,35.5
20/05/2019,45,12.6,20.1,2.1,0,ENE,9.9,28.1,0,5,35.5
21/05/2019,38,15.9,24.3,3,0,ENE,11.7,29.4,0,5.5,35.6
22/05/2019,61,12,15.1,8.3,0.8,ENE,20.6,46.7,5.2,6.1,35.6
23/05/2019,55,14.3,22.2,6.7,0,SW,10.7,24.4,0,6.4,35.6
24/05/2019,82,9.9,13.5,5.9,5.6,ESE,13.9,31.1,2.7,6.7,35.7
25/05/2019,74,12.1,19.6,6.3,0.2,WSW,16.2,30.9,3.9,6.8,35.7
26/05/2019,57,8.2,13.8,1,0,NE,12.3,30.7,0,7,35.7
27/05/2019,46,11.5,22.3,-0.9,0,S,6.7,22.9,0,7.2,35.8
28/05/2019,42,15.2,25.9,1.4,0,SW,10.9,32.5,0,7.6,35.8
29/05/2019,43,17.8,27.2,3.8,0,SE,6.2,19.7,0,8.1,35.8
30/05/2019,47,19.8,29.1,10.5,0,E,10.8,33.1,0,8.8,35.9
31/05/2019,51,11.2,17,4.4,0,SE,18.8,35.9,0,9.6,36
01/06/2019,48,10.8,17.9,0.3,0,SW,12.6,34,0,9.9,36
02/06/2019,47,11.1,17.3,0.3,0,ENE,10.1,24.4,0,10,36
03/06/2019,60,15.1,25,9.6,10.4,E,19.8,39.4,5.1,10.1,36
04/06/2019,64,18.4,25.1,11.3,0,SSW,13.9,32.5,0,10.1,35.9
05/06/2019,57,17.3,25.4,8.2,0.4,SSE,9.8,26.9,0,10.5,36
06/06/2019,46,19.9,27.2,10,0,ENE,13.4,27.3,4.3,11.1,36.1
07/06/2019,47,26.3,36.3,17,4.6,SSE,24.7,60.3,0,11.6,36.1
08/06/2019,84,16.4,21.5,11.4,9.2,WNW,12.9,32.7,0.2,12.3,36.3
09/06/2019,64,14.7,20.3,9.5,1,WSW,12.8,33.6,0,12.3,36.2
10/06/2019,56,14.4,21.5,7.1,0.6,WSW,10.1,28.2,0,12,36.2
11/06/2019,50,13.7,19.3,4.3,0,SSW,14.7,33.8,0,12,36.2
12/06/2019,46,13.7,21.1,2.8,0,WSW,5.6,27,0,11.9,36.2
13/06/2019,47,18.7,28.9,4.7,0,S,10.1,27.3,0,12.1,36.3
14/06/2019,49,18.9,24.2,12.9,0,ENE,12.4,28.2,0,12.6,36.3
15/06/2019,53,14.8,19.5,9.6,0,SE,13.7,28.8,1.3,13.1,36.3
16/06/2019,78,13.6,15.9,11.4,0.6,ESE,8.3,22.9,1.2,13.1,36.3
17/06/2019,76,16.3,21.6,11.9,6.6,SW,7.4,20.5,0,12.7,36.3
18/06/2019,55,18.7,25.5,9.7,0,SW,5.9,19,0,12.5,36.3
19/06/2019,55,19.5,28.8,8.1,0,ESE,4.6,17.4,0,13,36.3
20/06/2019,58,19.5,28.6,8.1,0.4,E,9.6,35.7,0,13.6,36.4
21/06/2019,62,18.7,24.9,12.9,7.6,E,12.3,35.1,0,14,36.4
22/06/2019,78,18.1,23.6,13.8,4,SE,20.2,36.8,7.1,14.1,36.4
23/06/2019,70,19.2,26.2,12.7,0,SSW,12.2,27.1,0,13.9,36.4
24/06/2019,65,19.6,27.3,9.4,0,WSW,7.1,23,0,13.9,36.4
25/06/2019,70,19.7,24.9,12.4,1.6,W,10.6,25,0,14.4,36.4
26/06/2019,65,20,26.9,11,0,WSW,8.7,23.8,0,14.9,36.6
27/06/2019,64,20.3,28.4,11.6,0,E,6.5,16.5,0,15.4,36.6
28/06/2019,59,21.5,30.7,11.4,0,E,6.3,17.2,0,15.8,36.5
29/06/2019,74,21.1,28.8,13.5,1.2,SE,10.6,56.1,0,16.3,36.6
30/06/2019,56,24.8,31.7,16.5,0,WSW,13.5,36.5,2.1,16.4,36.6
01/07/2019,57,22,29.7,11.5,0,SW,8.9,30.8,0.7,16.8,36.7
02/07/2019,65,19.5,22.9,12.7,0,W,10.6,36.7,0,17.1,36.6
03/07/2019,67,17.3,24.3,7.9,0,SSW,7.7,21.9,0,17.3,36.6
04/07/2019,63,19.8,27.6,9.6,0,W,7.2,22.4,0,17.1,36.7
05/07/2019,59,18.4,24.2,10.1,0,SSW,8.8,27.6,0,17.1,36.6
06/07/2019,61,16.6,24.1,7.7,0,SSW,4.8,14,0,17.2,36.6
07/07/2019,56,21.5,30.2,8.4,0,SSE,9.4,25.8,0,17.1,36.6
08/07/2019,72,23.3,32,16.9,0,SSE,10,26.2,0,17.3,36.6
09/07/2019,92,19.3,22.3,16.2,18.6,E,6.9,19.4,0,17.6,36.6
10/07/2019,75,20.8,26.4,13.5,9.4,WNW,13.4,28.9,0,17.4,36.7
11/07/2019,77,21.6,29.6,11,5,SSW,12.8,38,0,17.1,36.9
12/07/2019,76,19.2,24.6,13.9,0,WSW,7.2,18.5,0,17.1,36.8
13/07/2019,73,22.2,30,10.9,0,SE,5.2,15.3,0,17.1,36.9
14/07/2019,84,24.5,30.9,17.9,19,S,10.1,26.1,0,17.5,37.3
15/07/2019,79,23.6,28,17.4,0.4,WSW,10.5,28,0,17.9,37.7
16/07/2019,75,21.1,27.3,13.9,0,SSW,4,15.8,0,18.2,37.6
17/07/2019,87,19.9,25.9,15.6,6.2,SE,6.5,15.5,0,18.3,37.5
18/07/2019,83,21,27.3,13.9,3.2,SW,6.8,23.4,0,18.1,37.4
19/07/2019,73,19.4,25.4,11.7,0.2,SW,9.7,32.5,0,18.1,37.4
20/07/2019,78,17.4,22.8,11.9,0,SW,8.5,25.2,0,18,37.4
21/07/2019,70,17,23.7,8.9,0,WSW,5.8,16.2,0,17.8,37.3
22/07/2019,70,18.9,26.1,8.3,0,W,5.4,16.2,0,17.7,37.1
23/07/2019,73,20.8,30.4,9.9,0,SW,3.6,15.2,0,17.8,37.2
24/07/2019,69,22.3,31,11.3,0,SSE,9.2,24.9,0,18.2,37.1
25/07/2019,63,22.9,28.5,15.2,0,SW,12.7,26.4,1.8,18.6,37.1
26/07/2019,72,19.3,24.3,15.3,1.8,W,11.2,26.7,0,19,37.1
27/07/2019,70,22.2,30.5,12.9,0,SW,6.7,18.7,0,18.8,36.9
28/07/2019,69,20.7,27,14,0.2,SW,11.9,32.5,2.2,18.9,36.8
29/07/2019,63,16.3,21.8,6.5,0,WNW,13.6,34.1,0,18.8,36.8
30/07/2019,60,16.9,27.2,3.6,0,SSE,4.3,15.8,0,18.6,36.7
31/07/2019,72,19.7,29.6,7.4,1,SE,10.3,29.5,0,18.5,36.7
01/08/2019,70,23,30.8,14.6,0.2,SSW,4.5,17.9,0,18.6,36.6
02/08/2019,66,23.5,33.9,14.3,0,ESE,5.1,18,0,18.8,36.5
03/08/2019,68,25.2,33.1,14.4,0,SSE,8.9,26.6,0,19.1,36.5
04/08/2019,62,23.8,30.6,14.5,0,W,9.9,26.2,1.3,19.6,36.4
05/08/2019,63,19.4,27,10.2,0,W,8.5,24.4,0,19.8,36.3
06/08/2019,77,18.7,26.8,10.3,3.4,SSW,6,25.1,0,19.7,36.2
07/08/2019,59,17.9,22.3,11.6,0,NW,10.7,24.8,0.3,19.3,36.1
08/08/2019,65,16.5,23.3,7.1,0,WNW,9.5,26.1,0,18.9,35.9
09/08/2019,59,18.5,28.8,5.6,0,No Data,No Data,No Data,No Data,18.6,35.8
10/08/2019,85,16.1,21.5,11.1,0.6,SW,5.6,18.4,0,18.6,35.7
11/08/2019,63,16.5,23.9,7.9,0.2,WSW,5.9,21.4,0,18.2,35.5
12/08/2019,71,15.5,21.7,5.8,1.4,ESE,6.3,19.5,0,18,35.3
13/08/2019,60,18.2,25.4,8.3,0.2,ESE,6,22.8,0,17.7,35.2
14/08/2019,65,16.2,25.8,4.8,0,S,5.6,21.6,0,17.6,35.1
15/08/2019,66,18.9,27,8.7,0,SW,5,18.5,0,17.5,34.9
16/08/2019,61,20.7,29.5,8.1,0,SSW,5.7,19.3,0,17.5,34.7
17/08/2019,65,18.2,23.4,10.7,0,WSW,9.3,24.3,2,17.7,34.6
18/08/2019,56,15.6,24,3.2,0,WSW,10.2,32,0,17.8,34.4
19/08/2019,54,18.4,25.9,10,0,SW,7.2,22.7,0,17.6,34.2
20/08/2019,64,16.2,21.9,9.3,1,W,9.2,23.1,0,17.6,34.1
21/08/2019,66,14.3,19.8,6.6,0,W,8.9,21.3,0,17.5,33.9
22/08/2019,66,15.9,24.8,4.6,0,E,8.5,21.4,0,17.2,33.8
23/08/2019,61,19.3,28.1,9.6,0,SSE,14.8,31,2.2,17,33.6
24/08/2019,61,23.5,30.2,17.6,0,SSE,24.7,44.3,10.3,17.1,33.6
25/08/2019,87,18.5,20.9,16.4,2.2,SSE,18.2,41.7,6.9,17.4,33.4
26/08/2019,81,18.5,23.2,13.5,0.2,W,9.5,24.2,1.2,17.3,33.4
27/08/2019,83,12.9,15,11.4,8.6,NW,15.7,32.7,0,17.2,33.3
28/08/2019,63,16.1,21.8,11.6,0.6,W,13.6,27.3,3.6,16.6,33.2
29/08/2019,65,14.4,19.4,5.7,0.4,WNW,14.4,38.7,3.5,16.2,33.1
30/08/2019,64,15,22,5.9,0,WSW,6.6,20.2,0,16,33
31/08/2019,85,14.4,19.6,11,10.8,SE,5.2,15.7,0,15.9,33
01/09/2019,80,16.1,21.7,7.4,16.4,SW,7.5,23.7,0,15.7,33
02/09/2019,73,11.5,17.7,3.8,5.6,ESE,10.9,23.6,0,15.6,32.9
03/09/2019,85,11.6,16.3,5.9,0.6,W,9.4,23.2,0,15.1,32.9
04/09/2019,74,15.3,25.6,4.2,0,S,7.2,18.7,0,14.7,32.8
05/09/2019,82,17.3,22.5,13.8,11,SE,8,20,0,14.6,32.9
06/09/2019,72,16.1,21,9.6,0.2,W,11.1,27.5,0,14.9,32.8
07/09/2019,74,10.3,16.4,4.2,0,E,8.1,19.5,0,14.9,32.8
08/09/2019,71,11.6,20.2,1,0,SSE,6.6,21.9,0,14.4,32.8
09/09/2019,85,11.4,17.9,4.2,7.8,E,12.5,29.2,0,14.1,32.8
10/09/2019,88,12.6,15.5,9.4,3.8,NE,12.5,24.6,1.4,13.9,32.8
11/09/2019,82,12.3,15.1,9.1,0,ENE,11,22,2.6,13.7,32.7
12/09/2019,85,10.3,13.3,8.7,9.8,NE,12.3,24,5.9,13.5,32.8
13/09/2019,79,10.8,17,3.5,6.2,W,9.7,24,0,13.2,32.7
14/09/2019,82,11.7,20.9,1.9,0,SE,8.9,31.2,0,12.9,32.7
15/09/2019,73,17.3,28.3,7.8,0,SSE,5.4,20.4,0,12.7,32.8
16/09/2019,77,21.5,29.8,12.4,0,E,10.3,25.4,0,13,33
17/09/2019,78,24.3,31.1,19.8,0,SE,18.3,37.7,5,13.6,33.3
18/09/2019,86,19.2,24.4,15.5,0.6,SSW,11.1,30,0,14.5,33.5
19/09/2019,82,15.5,21.4,10.3,0,SSE,6.5,17.8,0,14.9,33.7
20/09/2019,92,17.2,20.8,13.4,79.8,SE,16.7,38,0.6,14.9,34.2
21/09/2019,96,15.6,17.9,13.4,19.6,WSW,7.7,26.2,0,14.9,38.3
22/09/2019,83,14.4,19.3,8.3,0.2,SW,5.2,17.2,0,14.9,38.8
23/09/2019,75,15.7,25.7,6.5,0,S,8.5,24.8,0,14.7,38.2
24/09/2019,77,14.4,19.3,10.5,0,WSW,5.2,15.2,0,14.4,38
25/09/2019,80,8.7,12.6,1.9,0.8,W,8.5,26.3,0,14.2,37.8
