Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0 to 5 cm Depth Average Temp (°C),0 to 5 cm Depth Average WFV (%)
09/09/2019,95,10.7,16.1,3.2,18.6,No Data,No Data,No Data,No Data,11.8,20.5
10/09/2019,97,12.5,14.5,11.2,2.2,NE,10.2,23.8,0.1,13.1,27
11/09/2019,89,11.9,16.1,7.6,0,ENE,9.7,22.3,2.2,12.2,23.5
12/09/2019,94,10.3,12.3,8.9,12.2,ENE,12,22.5,4.1,10.6,24.3
13/09/2019,83,11.4,18.1,5.5,5.2,WNW,11.2,27.6,0,12.3,27
14/09/2019,91,12.6,21.1,3.8,0.2,SSE,7.7,35.5,0,12.5,23.7
15/09/2019,72,19.1,29.4,9.3,0,SSW,7.3,24.4,0,17.3,22
16/09/2019,87,21.5,29.9,13,0,ESE,6.4,18.7,0,20.9,20.7
17/09/2019,86,24,30.5,19.7,0,SSE,12.4,37.6,0,23.4,20.1
18/09/2019,91,19.9,23.6,16.2,0.2,WSW,14.2,38.9,0,20.6,19.4
19/09/2019,82,17.3,24.3,10,0,SSE,6,18,0,19.6,19
20/09/2019,98,17.4,23.1,12.7,47.8,SE,10,27.4,0,17.2,27.7
21/09/2019,100,15.3,17.9,11.9,16.6,W,10.4,25.9,0,15.9,29.4
22/09/2019,86,13.7,20.1,8.4,0.8,W,8.2,20.7,0,14.5,27.4
23/09/2019,73,16.6,26.6,7.8,0,SSW,11.1,32.3,1,15.1,23.8
24/09/2019,86,14.1,21.5,9.2,3.2,SW,7.4,34.3,0,14,23.1
25/09/2019,79,9.4,13.6,3.4,0,W,11.6,28.1,1.5,9.6,22.5
26/09/2019,88,8.4,13.1,4.3,19,S,11.7,25.3,0,8.7,24.1
27/09/2019,83,7.6,11.1,2.8,0,WNW,7.7,20,0,9.1,26.7
28/09/2019,71,5.8,11.5,-0.6,0,SSW,6.4,16.9,0,8.2,23.6
29/09/2019,97,5.2,5.8,4.5,15.8,NE,15.9,33,2.8,5.8,26.9
30/09/2019,100,4.7,5.6,3,12.6,SSE,14.2,27,3.3,5.5,28.9
01/10/2019,95,3.8,6.1,0.7,0,WNW,11.2,24.5,0.1,5.6,26.2
02/10/2019,89,4.3,5.4,2.9,0,ENE,7,16.7,1,6,24.2
03/10/2019,87,5,8.1,0,0.8,W,5.7,14.3,0,6.1,23.5
04/10/2019,88,6.1,8.4,-0.1,0,SSE,12.9,32.4,1,5.7,22.5
05/10/2019,97,6.6,7.9,5.1,19,SSW,8.6,21.4,0,7,27.6
06/10/2019,73,10.1,15,4.1,0.2,W,16.9,36.1,2.1,8.1,25.3
07/10/2019,70,10.1,20.2,0.7,0,SSW,12.4,32.5,0,8.1,23.2
08/10/2019,70,13.7,22.2,7.5,0,SSW,14.4,38.1,0,11.2,21.8
09/10/2019,91,4.3,8,1.1,0,NW,27.7,40.9,17.2,4.9,20.8
10/10/2019,96,0.1,1.5,-0.6,0.6,NW,33.3,50.6,18.6,1.1,22.1
11/10/2019,100,-0.2,0,-0.6,2.6,NNW,43.6,65.7,28.6,0.8,25
12/10/2019,100,0.4,1.3,0,0.8,NNW,23.6,43.5,9.8,0.6,26
13/10/2019,100,0.9,2.3,0.1,0.4,NW,13.1,25.8,3.9,0.4,28.4
14/10/2019,94,1.6,5.6,-3.2,0,S,4.2,13,0,0.4,28.4
15/10/2019,100,1.6,2.3,0.8,0,WNW,11.6,26.2,0,0.4,28.8
16/10/2019,100,1.8,4.3,0.6,0,SSW,6.3,12.7,0,0.5,29.2
17/10/2019,93,4.4,9.8,-0.6,0.2,SE,10.8,25.2,0,0.5,29.8
18/10/2019,91,7.7,13,4.7,0,S,10.1,22.7,0,2.2,31.9
19/10/2019,92,6,12.9,2.5,0,SW,10.3,22,0,4.9,30.6
20/10/2019,89,6.6,13.5,-1.1,0,SW,6.6,18.6,0,6.1,29.9
21/10/2019,86,5.3,9,3.2,0,NW,23.5,44.9,3.3,4.8,29.7
22/10/2019,80,2.9,4.3,1.4,0.2,NNW,30.9,49.2,12.5,2.6,30.4
23/10/2019,77,1.2,3.3,-2.6,0,NW,18.8,44.5,0.3,2.1,30.8
24/10/2019,75,0.7,7.2,-4.3,0,SW,9.5,19.7,0,2.4,26.6
25/10/2019,75,6.7,12.8,0,0,S,13.9,24.6,5.7,6.8,26
26/10/2019,72,7.3,10.9,2.7,0,W,24.1,45.4,12.1,5.9,25.5
27/10/2019,74,-0.8,2.5,-3.1,0,WNW,19.5,33.5,6.5,0.8,24.9
28/10/2019,71,-2.9,1.3,-7.5,0,SW,14,27,3.1,1.3,0
29/10/2019,81,-5.6,-3.5,-7.3,0,W,22,39.4,8.6,No Data,No Data
30/10/2019,80,-5.7,-1.2,-8.3,0,WSW,11.9,24.6,2.1,1.3,0
31/10/2019,80,-2.4,2.3,-8.7,0,SW,11.3,24.8,0.7,0.7,9.9
01/11/2019,87,-0.7,1.8,-2.6,0,WNW,15.2,29.4,5.2,0.8,0
02/11/2019,85,-0.4,3.9,-2.9,0,WSW,9.5,19.9,1.4,2.3,11.5
03/11/2019,97,-0.7,3.6,-4.4,0,W,8.4,23.6,1.4,2,11.6
04/11/2019,77,-5.9,-1.7,-10.4,0,WNW,16.4,42.8,4.3,No Data,No Data
05/11/2019,74,-9.4,-5.4,-13.8,0,W,9.9,27.1,0,No Data,No Data
06/11/2019,77,-9.6,-7.6,-12.6,0,WNW,13.9,26.8,0,No Data,No Data
07/11/2019,70,-10.8,-4.8,-14.7,0,SSW,7.9,16.2,0,No Data,No Data
08/11/2019,90,-4.4,-1.2,-10.5,0,S,10.2,26.2,0,No Data,No Data
09/11/2019,90,-5.2,-3.5,-9.6,0,NW,17.3,35.4,5,No Data,No Data
10/11/2019,76,-12.2,-9.5,-17,0,NW,14,27.6,5,No Data,No Data
11/11/2019,71,-16.1,-11.9,-19.8,0,WSW,12.1,23.2,4.6,No Data,No Data
12/11/2019,80,-11.4,-5.7,-18.4,0,SSE,19,40.9,4.5,No Data,No Data
13/11/2019,84,-9.7,-5.8,-16.8,0,WNW,13.3,33,0,No Data,No Data
14/11/2019,82,-6.6,0.8,-16.6,0,W,12.6,33.2,0,0.1,0
15/11/2019,79,-5.2,-3,-8.2,0,ESE,10.5,29.8,0,No Data,No Data
16/11/2019,90,0.1,6.2,-3.1,0,SW,19.6,34.2,8.7,2.3,9.5
17/11/2019,94,-2.4,-1.5,-3.4,0,WSW,12.7,34.4,0,No Data,No Data
18/11/2019,94,2.2,7.3,-1.7,0,SSW,13.3,24.9,0.8,3.1,11
19/11/2019,99,1.5,3.8,-0.2,0,WNW,7.3,25.8,0,1.1,15.3
20/11/2019,99,-2.7,-0.2,-7.8,0,SE,11.9,28.2,1.5,0.2,0
21/11/2019,87,-10.9,-7.9,-15.4,0,W,14.7,33.9,5.3,No Data,No Data
22/11/2019,85,-4.2,0,-9.8,0,SSW,16.8,37.4,5.8,No Data,No Data
23/11/2019,85,0.8,4.5,-3.3,0,W,21.5,40.2,9.1,0.6,14.8
24/11/2019,93,1.3,4.6,0,0,SSW,11.2,28.5,0.3,0.8,16.5
25/11/2019,100,-0.3,0.1,-1.1,0,W,14.8,25.8,4.7,0.2,19.7
26/11/2019,100,-2.1,-1.1,-4.2,0,WSW,9.5,18.6,0,0.1,0
27/11/2019,89,-6.2,-4.2,-11.1,0,WSW,13.2,26.3,2.4,No Data,No Data
28/11/2019,90,-8.5,-5.6,-12.3,0,ESE,9,21.2,0,No Data,No Data
29/11/2019,98,-4.3,-2.4,-6.8,0,ESE,10.2,24,2.7,No Data,No Data
30/11/2019,99,-2.9,-1.9,-7.7,0,SE,17.7,29.2,8.2,No Data,No Data
01/12/2019,100,-7.8,-6.7,-11.2,0,WNW,15.3,31.5,1.4,No Data,No Data
02/12/2019,94,-6.4,0.1,-13.4,0,S,13.2,30.9,0,No Data,No Data
03/12/2019,78,-1.9,1.1,-5.2,0,W,21.5,40.2,10.9,No Data,No Data
04/12/2019,91,-2.3,1.3,-4.6,0,WSW,12,31.9,0,0.2,0
05/12/2019,93,-6.3,-2.4,-9.5,0,WNW,15,37,0,No Data,No Data
06/12/2019,92,-9.1,-4.6,-13.7,0,S,9.3,22.1,0,No Data,No Data
07/12/2019,99,-3.2,-0.4,-10,0,SSW,16.7,50.7,0.2,No Data,No Data
08/12/2019,75,-16.9,-8.9,-19.5,0,NW,24.1,51.9,7.2,No Data,No Data
09/12/2019,76,-19.6,-13.3,-25.5,0,W,13.5,44.9,0,No Data,No Data
10/12/2019,70,-22.2,-18.9,-25.6,0,W,17.8,35.6,8.1,No Data,No Data
11/12/2019,69,-20.5,-15.1,-23.8,0,No Data,No Data,No Data,No Data,No Data,No Data
12/12/2019,77,-19.2,-14.5,-23.4,0,No Data,No Data,No Data,No Data,No Data,No Data
13/12/2019,88,-14.1,-12.1,-19.4,0,SW,16.5,36.3,1.9,No Data,No Data
14/12/2019,78,-23.4,-19.5,-27.6,0,No Data,No Data,No Data,No Data,No Data,No Data
15/12/2019,79,-16.1,-8.4,-26.1,0,SSW,13.6,30.7,4.6,No Data,No Data
16/12/2019,79,-13.2,-4.6,-22.8,0,WSW,12.8,26.9,1.4,No Data,No Data
17/12/2019,76,-20.3,-13.5,-27.2,0,No Data,No Data,No Data,No Data,No Data,No Data
18/12/2019,82,-14.8,-6.4,-23.6,0,S,17.4,37.1,0,No Data,No Data
19/12/2019,86,-11.9,-7.7,-15,0,SSE,11.4,26.7,0,No Data,No Data
20/12/2019,92,-12.8,-9.3,-18.2,0,SSE,9.5,34.9,0,No Data,No Data
21/12/2019,93,-8,0.1,-13.2,0,SW,9.9,25.8,0,No Data,No Data
22/12/2019,89,-4.5,4.9,-13.3,0,WSW,13.6,33.8,0,0.1,0
23/12/2019,88,-10.8,-7.7,-13.4,0,S,7,17.1,0,No Data,No Data
24/12/2019,93,-7.7,-4.2,-12.1,0,W,10.2,25.4,0,No Data,No Data
25/12/2019,98,-8.8,-7.6,-10.3,0,SSW,8.5,21.7,0,No Data,No Data
26/12/2019,95,-6.5,-3.8,-8.3,0,WNW,12.5,29.1,2.9,No Data,No Data
27/12/2019,77,-5.8,1,-12,0,SSW,14,27,0,No Data,No Data
28/12/2019,90,-10.5,-7,-13.9,0,W,7.7,19.4,0,No Data,No Data
29/12/2019,93,-11.8,-10.4,-12.6,0,NNW,26.5,43.1,10.8,No Data,No Data
30/12/2019,91,-11.7,-9.4,-13,0,NNW,26.3,38.5,15.1,No Data,No Data
31/12/2019,94,-11.8,-9.1,-15.6,0,SW,10.2,24.2,0,No Data,No Data
01/01/2020,95,-5.1,3.4,-11.3,0,SSW,10.6,29.7,0,No Data,No Data
02/01/2020,91,-5.8,-4.4,-8.2,0,WNW,11.9,27.7,1.4,No Data,No Data
03/01/2020,93,-3.8,-0.5,-7.7,0,WSW,10.8,22.5,1.4,No Data,No Data
04/01/2020,98,-5.1,-3.8,-6.9,0,S,13,26,0,No Data,No Data
05/01/2020,78,-3.2,0.1,-7.4,0,W,23.7,55.7,0.9,No Data,No Data
06/01/2020,79,-6,0.4,-12,0,WSW,18.4,48.3,1,No Data,No Data
07/01/2020,71,-16.9,-8.2,-21,0,NW,15.1,38.2,2.5,No Data,No Data
08/01/2020,80,-19.6,-15.2,-24.8,0,SSE,10.6,28.4,0,No Data,No Data
09/01/2020,84,-13.7,-11,-18,0,SW,11.5,34.8,0,No Data,No Data
10/01/2020,70,-22.6,-18.1,-28.4,0,WSW,16.7,32.4,0,No Data,No Data
11/01/2020,75,-22.5,-16.7,-30,0,SE,8.5,21,0,No Data,No Data
12/01/2020,79,-12.8,-9.8,-16.6,0,SE,13.3,25.5,6.5,No Data,No Data
13/01/2020,92,-9.6,-8,-12.1,0,SW,8.8,21.4,0,No Data,No Data
14/01/2020,77,-18.4,-11.1,-23.4,0,WNW,17.6,32.8,2.7,No Data,No Data
15/01/2020,70,-23,-21,-27.3,0,WNW,14.4,25.3,6,No Data,No Data
16/01/2020,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
17/01/2020,87,-14.7,-6.6,-26.6,0,SE,8.6,24.7,0,No Data,No Data
18/01/2020,82,-16.6,-13.1,-17.5,0,NW,26.7,42.8,9.7,No Data,No Data
19/01/2020,82,-17.8,-15.8,-24.5,0,NW,14.5,27.1,4.1,No Data,No Data
20/01/2020,78,-19.3,-11.9,-27.2,0,S,15.2,33.7,0,No Data,No Data
21/01/2020,89,-10.4,-4.3,-15.1,0,SSE,14.9,38.8,0,No Data,No Data
22/01/2020,98,-6,-3.1,-9.4,0,W,11.8,25,3.3,No Data,No Data
23/01/2020,98,-8.1,-6.8,-9.6,0,W,10.3,18.1,2.1,No Data,No Data
24/01/2020,99,-6.4,-5,-7.8,0,SSW,11.4,24.6,0.7,No Data,No Data
25/01/2020,98,-7.2,-5.4,-8.4,0,SSE,15.5,26.6,5.5,No Data,No Data
26/01/2020,100,-8.1,-7.3,-10.1,0,SSW,11.3,22.4,2.3,No Data,No Data
27/01/2020,100,-9.9,-8.7,-11.5,0,W,6.7,16.2,0,No Data,No Data
28/01/2020,99,-11.5,-9.3,-13.1,0,SSE,8,17.5,0.8,No Data,No Data
29/01/2020,95,-9.3,-7.2,-11.2,0,SE,5.3,12.6,0.1,No Data,No Data
30/01/2020,100,-6.3,-4.4,-8.7,0,SSE,7,15.6,1,No Data,No Data
31/01/2020,90,-3.1,-0.3,-5.1,0,SW,17.7,36.9,2.8,No Data,No Data
01/02/2020,85,-3.3,2.7,-10.4,0,SW,12.6,25.8,2.3,No Data,No Data
02/02/2020,84,-2.5,0.5,-8.3,0,WNW,20.6,51.8,5.7,No Data,No Data
03/02/2020,73,-14.8,-8.8,-22,0,WNW,11,36.5,0,No Data,No Data
04/02/2020,77,-15.7,-9.8,-22.5,0,SW,11.8,25.7,2.1,No Data,No Data
05/02/2020,80,-9.5,-4.2,-13.7,0,SE,14.3,24.1,0,No Data,No Data
06/02/2020,75,-16.5,-13.2,-22.8,0,SSW,21,30.5,9.6,No Data,No Data
07/02/2020,69,-21.9,-14.7,-29.5,0,SW,10,23.1,0,No Data,No Data
08/02/2020,89,-11.2,-9.4,-14.7,0,S,4.9,15.8,0,No Data,No Data
09/02/2020,88,-9.2,-3.8,-13,0,SSW,10.4,23.3,0,No Data,No Data
10/02/2020,90,-8,-5.2,-12.3,0,W,17.5,40.7,4.5,No Data,No Data
11/02/2020,85,-6.5,-0.4,-14.5,0,WSW,19.7,49.6,3.1,No Data,No Data
12/02/2020,70,-25.6,-15,-29.7,0,NW,23.7,50.8,4.1,No Data,No Data
13/02/2020,64,-23.8,-15.3,-28.4,0,SW,13.2,24.1,3,No Data,No Data
14/02/2020,82,-14.7,-6.2,-23.6,0,S,19,49.8,0,No Data,No Data
15/02/2020,78,-13.9,-4.5,-26.1,0,No Data,No Data,No Data,No Data,No Data,No Data
16/02/2020,79,-19.4,-11,-28.8,0,No Data,No Data,No Data,No Data,No Data,No Data
17/02/2020,86,-11.8,-8.6,-16,0,WNW,12.9,27.9,0,No Data,No Data
18/02/2020,71,-18.4,-13.5,-23.4,0,WNW,17.6,33.7,2.8,No Data,No Data
19/02/2020,68,-22.1,-14.6,-26.3,0,WSW,11.4,18.1,0,No Data,No Data
20/02/2020,71,-10.3,-0.5,-22.6,0,SSW,17.6,28.1,9.3,No Data,No Data
21/02/2020,74,-3,1.9,-6.9,0,SW,19.6,39,3.2,No Data,No Data
22/02/2020,84,-2.8,5.4,-11.6,0,SW,10.8,29.2,0,No Data,No Data
23/02/2020,80,-1.6,2.1,-5.8,0,W,19.2,40.5,0,No Data,No Data
24/02/2020,91,-6.7,-1.1,-12.1,0,W,9.9,24.3,0,No Data,No Data
25/02/2020,85,-11.4,-7.1,-13.8,0,NNW,16,28.1,7.2,No Data,No Data
26/02/2020,85,-14.5,-12.4,-20.3,0,No Data,No Data,No Data,No Data,No Data,No Data
27/02/2020,88,-14.1,-8.7,-21.6,0,No Data,No Data,No Data,No Data,No Data,No Data
28/02/2020,93,-9.8,-1.6,-20.6,0,No Data,No Data,No Data,No Data,No Data,No Data
29/02/2020,97,-3.6,1.4,-9.1,0,SSE,12.4,28.6,0.6,No Data,No Data
01/03/2020,87,-1,3.7,-6.5,0,W,21.8,51.9,2.4,No Data,No Data
02/03/2020,92,-4.9,1.5,-13.6,0,SW,17,33.1,2.6,No Data,No Data
03/03/2020,81,-4.8,-1.4,-12.6,0,NW,13.5,32.1,0,No Data,No Data
04/03/2020,97,-5.6,-0.2,-15,0,SE,11.3,35.2,0,No Data,No Data
05/03/2020,87,-4.9,-1.4,-13.1,0,W,18.5,40.3,0,No Data,No Data
06/03/2020,90,-2.7,2.9,-14.1,0,SSE,21.1,47.8,0,No Data,No Data
07/03/2020,100,-0.7,1.1,-3.9,0,ESE,12.9,23.5,0,0,0
08/03/2020,90,-9.2,-4.1,-15.4,0,NNW,25.4,42.4,0.9,0,0
09/03/2020,75,-12.5,-5.4,-20.1,0,WSW,8.2,27.5,0,No Data,No Data
10/03/2020,90,-6.3,3.2,-16.3,0,S,7.5,20.4,0,No Data,No Data
11/03/2020,93,-0.6,5.5,-6.2,0,S,12.5,32,3.2,0.1,0
12/03/2020,86,-2,0.7,-5.9,0,WNW,18.6,34.8,7.7,0,0
13/03/2020,76,-10.1,-5.9,-14.2,0,NNW,20.2,37.2,6.9,No Data,No Data
14/03/2020,85,-13.9,-10.3,-18,0,WNW,10.2,21.9,0,No Data,No Data
15/03/2020,88,-8.4,-3.3,-13.9,0,No Data,No Data,No Data,No Data,No Data,No Data
16/03/2020,75,-6.7,-3.3,-10.8,0,W,24.1,42.6,8.8,No Data,No Data
17/03/2020,82,-7,-1.7,-12.6,0,S,9.3,28.2,0,0.1,0
18/03/2020,73,-11,-8.2,-14.3,0,SE,18.2,29,7.5,No Data,No Data
19/03/2020,59,-11.7,-9,-14.1,0,NNW,22.9,38.7,10.5,No Data,No Data
20/03/2020,60,-12.4,-5.1,-18.1,0,SW,10,24.5,0,0.2,0
21/03/2020,77,-9.2,-3,-16.6,0,SSE,9.2,24.3,0,0.1,0
22/03/2020,90,-2.2,5.1,-6.5,0,S,7.4,15.9,0,0.3,0
23/03/2020,82,-0.4,4.9,-6.7,0,SSW,11.8,23.4,3.5,1.3,24.5
24/03/2020,98,1.3,6.6,-2.8,0,SSW,22.1,44.1,8.6,1.8,32.6
25/03/2020,90,-4.5,-1.9,-7.5,0,WSW,16.8,42.7,0,0.6,0
26/03/2020,84,0,5.5,-5.2,0,S,10.2,26.1,0,4.6,33
27/03/2020,81,3.5,9.3,-1.6,0,SW,16.1,35.3,0,6.1,31.8
28/03/2020,84,2.6,10,-3.5,0,S,5.9,19.9,0,7,28.7
29/03/2020,98,0,3.2,-2.1,0,WNW,11.8,29.8,0,4.3,26
30/03/2020,85,3.8,11.5,-2.9,0,SSE,9.8,26.3,0,6.8,26.8
31/03/2020,85,5.6,12.2,1.4,0,SSE,14.6,33.5,2.4,5.5,27.4
01/04/2020,90,3.2,7.7,-6,0,S,9.4,31.2,0,3.6,28.6
02/04/2020,98,-8.2,-6,-9.7,0,NW,27.2,43.7,14.1,No Data,No Data
03/04/2020,75,-10.2,-7.3,-16.1,0,WNW,19.3,38.8,0,No Data,No Data
04/04/2020,73,-8.3,-1.5,-17.2,0,SSE,6.8,17.5,0,0.1,0
05/04/2020,89,-1.7,1.7,-7.7,0,ESE,6,18,0,0.7,11.6
06/04/2020,93,3.6,10.6,-1.5,0,ESE,11.9,20.3,1.9,2.3,32.6
07/04/2020,83,4.4,9.6,0.5,0,SW,11.4,34.1,0,5.1,41.2
08/04/2020,79,1.6,4.4,-1.7,0,WNW,23.9,44.2,9.6,3.7,40.5
09/04/2020,86,-2,0.9,-5,0,WNW,19.7,49.2,0,2.3,32.4
10/04/2020,72,4.5,12.4,-2.4,0,SW,13.2,43.6,0,6.2,34.8
11/04/2020,72,-0.5,1.2,-2.7,0,NNW,21.8,39.5,7.9,2.2,33.7
12/04/2020,69,-3.6,-1.4,-5.1,0,NNW,14.8,32.1,0,0.9,20.6
13/04/2020,73,-7.9,-4.8,-9.7,0,WNW,18.1,34.8,6.3,No Data,No Data
14/04/2020,61,-6.4,-2.5,-10.4,0,No Data,No Data,No Data,No Data,0.7,0
15/04/2020,57,-2.7,1.6,-6.9,0,NW,11.6,34.9,0,2.8,11
16/04/2020,66,-1.4,2.5,-4.8,0,WSW,11.5,29.8,0,3.7,8.9
17/04/2020,63,4.5,12.6,-4.6,0,SW,15.5,37.7,3.4,7.9,8.5
18/04/2020,79,3,7.8,-2.3,0,NW,17.9,39.7,4.7,3.9,9.5
19/04/2020,61,3.3,10.9,-5.9,0,WSW,18.6,47,1.7,5.9,8.8
20/04/2020,70,1,5.5,-4,0,NW,20.1,48.7,1.5,3,8.7
21/04/2020,75,-0.2,4.7,-4.9,0,S,10.2,30,0,3,8.3
22/04/2020,65,5.9,15.6,-2.7,0,ESE,6.2,18.2,0,10.3,8.4
23/04/2020,67,9.3,15.9,1.5,0,WSW,10.7,29.3,0,9.6,8.1
24/04/2020,75,8.6,18.5,0.1,0,SSE,8.2,31.6,0,10,8.1
25/04/2020,89,5.7,8.5,1.9,0,E,6.7,18.4,0,4.9,8.2
26/04/2020,82,9.4,16,0.3,0,S,14.8,47.6,0,8.7,8.9
27/04/2020,69,10.8,18.2,4.3,0,SW,12.5,33.3,0,10.8,8.7
28/04/2020,97,8.4,13.6,4.2,0,SSW,12.2,29.2,0,7.7,9.2
29/04/2020,77,8.5,16.6,1.7,0,W,9.2,27.5,0,10,10.3
30/04/2020,65,13.9,22.2,4.2,0,S,15.9,36.4,4,11.8,25.9
01/05/2020,84,12.7,15.2,11.1,2,SSW,15.4,37.3,3.4,10.7,38.5
02/05/2020,77,6.8,11.2,0.1,0,NW,26.6,39.5,15,7.3,38.7
03/05/2020,76,3.3,10.1,-0.9,0,S,15.9,32.6,0.2,7.5,38.4
04/05/2020,77,5.6,11.7,-2.3,0,SSE,7.5,26,0,8.1,38.1
05/05/2020,72,9.2,14.6,4.3,0,NW,10,26.7,0,9.1,38
06/05/2020,56,6.9,12.5,0.8,0,W,14.5,29.3,1.1,7.6,37.7
07/05/2020,52,2.5,7.4,-2.9,0,W,17.6,40.4,7.5,6.7,36.4
08/05/2020,56,3.2,9.2,-3.6,0,SW,8.6,21.1,0,8.4,35.2
09/05/2020,52,4.4,8.5,0.8,0,SE,21.4,42.2,0,4.9,35
10/05/2020,51,2.4,6.7,-3.1,0,NNW,23.5,48.3,6.8,5.8,34
11/05/2020,47,1.1,6.5,-4.1,0,NW,15.4,35.5,0,5.9,28.8
12/05/2020,49,4.2,13.4,-7.4,0,S,6.3,23,0,8.8,26.1
13/05/2020,89,5.6,7.5,0.2,2,SSE,11,39.5,0,5,26.1
14/05/2020,100,6.7,10.5,1.4,1.6,WNW,8.6,22.1,0,6.8,26.4
15/05/2020,83,7,14.3,-1,0.2,W,11.4,30.8,0,10.3,26.2
16/05/2020,64,12.7,23.7,1.9,0,ESE,7.9,32.9,0,12.4,26
17/05/2020,53,16.7,26,2.4,0,S,9.3,29.8,0,14.9,25.5
18/05/2020,41,18.5,26.4,10.5,0,SSE,17.6,46,2.9,15.7,24.5
19/05/2020,46,19.2,27.2,10.8,0,SSE,21.2,46.8,3.7,16.8,23.7
20/05/2020,72,19.2,26.6,9.9,0,SSE,18.4,40.4,0,18,23.4
21/05/2020,82,18.8,26.3,14.3,0,SSE,21.5,44.5,6.4,17.1,23.6
22/05/2020,73,21.2,28.2,15.1,0,SSE,16.4,32.4,4.1,20.5,23.8
23/05/2020,80,20.1,30.4,13.6,27.6,S,15.4,43.1,0,19.5,25
24/05/2020,96,14.7,19.1,11.7,2,WNW,14.7,37.7,0,14.9,28.5
25/05/2020,71,15.7,19.9,11.4,0,No Data,No Data,No Data,No Data,16.1,27.1
26/05/2020,72,17.4,22.4,12.7,0,SSW,4.6,14.6,0,16.7,26.2
27/05/2020,54,18.5,24.2,12.5,0,WSW,20.7,47.8,4.8,16.9,24.8
28/05/2020,71,11.1,13.9,7.6,0,W,20.6,41.4,3.4,11,23.8
29/05/2020,81,9.6,13.5,5.3,0,W,12.3,31.9,0,10,23.7
30/05/2020,55,12.5,21.5,0.2,0,SW,7.8,27.2,0,14,23.4
31/05/2020,40,18.8,26.4,7.9,0,S,13.9,40.2,0,17.9,22.9
01/06/2020,50,23.5,31.1,15.4,0.6,SW,18,41.8,3.1,22.4,22.8
02/06/2020,49,20.5,30,12.2,0,W,13.1,40.4,0,20.7,22.4
03/06/2020,52,21,30,8.1,0,SW,14.3,37.2,0,21.4,22.2
04/06/2020,41,18.9,25.9,10.9,0,W,21.3,51,2.8,19.9,22
05/06/2020,69,14.2,18.8,8.4,0,WSW,16.6,33.4,0,17.9,21.9
06/06/2020,90,11.8,15.2,5.5,6,E,11,32.1,0,12.2,22.7
07/06/2020,98,18,25.8,11.8,19.8,ESE,16.5,51.7,2.4,17.4,27
08/06/2020,96,20.9,26.6,16.7,0,S,8.7,31.2,0,21.2,25.3
09/06/2020,91,15.3,17.6,13.8,0,NW,16.4,30.6,3.5,15.3,24.4
10/06/2020,72,15.5,21,11.9,0,NW,19.1,42.3,0,16.4,23.7
11/06/2020,76,14,19.7,8.9,0,ESE,9.1,26.7,0,17.9,23.2
12/06/2020,62,13.4,20,5.7,0,ENE,8.6,21.2,0,17.3,22.7
13/06/2020,58,16.8,23.7,6.1,0,SE,11.2,30.6,0,19.1,22.5
14/06/2020,61,20.9,27.5,14,0,SE,16.7,37.7,6.2,21.7,22.3
15/06/2020,56,23,29.1,12.9,0,SSW,14.1,39.6,0,23.9,22.2
16/06/2020,62,23.2,30.7,8.9,0,SSE,9.6,27.9,0,23,22
17/06/2020,71,26.3,32.7,20.3,1.2,SSW,16.4,58,0,26.3,22.2
18/06/2020,99,13.7,22,8.4,0,NW,12,32.6,1.1,16.4,21.8
19/06/2020,66,15.2,22.2,9.9,0,SW,11.1,31.4,0,18.5,21.7
20/06/2020,89,16.3,23.5,12,15.2,S,7.9,28.5,0,18,24.2
21/06/2020,94,14,17.9,11.2,0,WNW,11.7,25.9,1.2,16.3,24.1
22/06/2020,92,16,20.3,12.4,0,WNW,11.7,24.9,1.2,17.3,22.8
23/06/2020,76,18.2,24.8,10.7,0,WSW,6.7,26,0,21.2,22.4
24/06/2020,65,20.8,29.3,11.2,0,SE,4.5,13.9,0,24.4,22
25/06/2020,78,21.1,27.9,16.6,0.4,SSW,10.9,29.3,0.1,22,21.7
26/06/2020,72,22.4,30.2,15.7,0.4,W,8,21.6,0,26,21.8
27/06/2020,59,25.5,33.6,14.9,0,S,13.7,32,1.1,27.5,21.4
28/06/2020,71,26.2,33,19.6,0,SE,12.1,30.5,0.2,28.4,21.2
29/06/2020,76,26.2,32.5,19.7,0,ESE,8.2,21.1,0,29.8,21.2
30/06/2020,85,24.9,32.6,18.4,21.8,SE,7.5,36.2,0,28.8,22.4
01/07/2020,85,22.8,28.4,18.9,8.4,S,12.5,32.9,0,24.3,25.5
02/07/2020,85,25.3,31.6,17.3,0,SSE,10.6,40,0.2,27.1,22.8
03/07/2020,76,25.7,33.9,17.4,1,SSE,4.5,21.4,0,28.9,22.4
04/07/2020,92,23.1,29.1,18.3,8,SE,6.6,23.5,0,24.7,23.4
05/07/2020,89,23.9,30.7,18.4,0,S,4.8,23,0,26.7,22.6
06/07/2020,76,21.9,27.1,15.8,0,W,7.4,22,0.8,26.3,21.8
07/07/2020,73,22.8,31.2,14.1,0,SSW,5.4,14.3,0,27.1,21.4
